id,account_id,accrual_date,amount
a_24_1_bal_39800,a_24_1,2020-05-14,10200562.0
a_24_1_bal_39801,a_24_1,2020-05-15,10200338.0
a_24_1_bal_39802,a_24_1,2020-05-16,10199525.0
a_24_1_bal_39803,a_24_1,2020-05-17,10198783.0
a_24_1_bal_39804,a_24_1,2020-05-18,10197783.0
a_24_1_bal_39805,a_24_1,2020-05-19,10197237.0
a_24_1_bal_39806,a_24_1,2020-05-20,10196395.0
a_24_1_bal_39807,a_24_1,2020-05-21,10195361.0
a_24_1_bal_39808,a_24_1,2020-05-22,10195152.0
a_24_1_bal_39809,a_24_1,2020-05-23,10194644.0
a_24_1_bal_39810,a_24_1,2020-05-24,10193803.0
a_24_1_bal_39811,a_24_1,2020-05-25,10193590.0
a_24_1_bal_39812,a_24_1,2020-05-26,10193167.0
a_24_1_bal_39813,a_24_1,2020-05-27,10192949.0
a_24_1_bal_39814,a_24_1,2020-05-28,10191693.0
a_24_1_bal_39815,a_24_1,2020-05-29,10191083.0
a_24_1_bal_39816,a_24_1,2020-05-30,10190341.0
a_24_1_bal_39817,a_24_1,2020-05-31,10189825.0
a_24_1_bal_39818,a_24_1,2020-06-01,10189611.0
a_24_1_bal_39819,a_24_1,2020-06-02,10188899.0
a_24_1_bal_39820,a_24_1,2020-06-03,10188217.0
a_24_1_bal_39821,a_24_1,2020-06-04,10187958.0
a_24_1_bal_39822,a_24_1,2020-06-05,10187252.0
a_24_1_bal_39823,a_24_1,2020-06-06,10186979.0
a_24_1_bal_39824,a_24_1,2020-06-07,10186222.0
a_24_1_bal_39825,a_24_1,2020-06-08,10185173.0
a_24_1_bal_39826,a_24_1,2020-06-09,10184725.0
a_24_1_bal_39827,a_24_1,2020-06-10,10183575.0
a_24_1_bal_39828,a_24_1,2020-06-11,10183106.0
a_24_1_bal_39829,a_24_1,2020-06-12,10182620.0
a_24_1_bal_39830,a_24_1,2020-06-13,10181880.0
a_24_1_bal_39831,a_24_1,2020-06-14,10181266.0
a_24_1_bal_39832,a_24_1,2020-06-15,10180526.0
a_24_1_bal_39833,a_24_1,2020-06-16,10179729.0
a_24_1_bal_39834,a_24_1,2020-06-17,10179482.0
a_24_1_bal_39835,a_24_1,2020-06-18,10178274.0
a_24_1_bal_39836,a_24_1,2020-06-19,10177242.0
a_24_1_bal_39837,a_24_1,2020-06-20,10176290.0
a_24_1_bal_39838,a_24_1,2020-06-21,10175410.0
a_24_1_bal_39839,a_24_1,2020-06-22,10174778.0
a_24_1_bal_39840,a_24_1,2020-06-23,10173949.0
a_24_1_bal_39841,a_24_1,2020-06-24,10173174.0
a_24_1_bal_39842,a_24_1,2020-06-25,10172387.0
a_24_1_bal_39843,a_24_1,2020-06-26,10171891.0
a_24_1_bal_39844,a_24_1,2020-06-27,10171724.0
a_24_1_bal_39845,a_24_1,2020-06-28,10170689.0
a_24_1_bal_39846,a_24_1,2020-06-29,10169899.0
a_24_1_bal_39847,a_24_1,2020-06-30,10169119.0
a_24_1_bal_39848,a_24_1,2020-07-01,10168106.0
a_24_1_bal_39849,a_24_1,2020-07-02,10167978.0
a_24_1_bal_39850,a_24_1,2020-07-03,10166979.0
a_24_1_bal_39851,a_24_1,2020-07-04,10166749.0
a_24_1_bal_39852,a_24_1,2020-07-05,10166191.0
a_24_1_bal_39853,a_24_1,2020-07-06,10165410.0
a_24_1_bal_39854,a_24_1,2020-07-07,10165509.0
a_24_1_bal_39855,a_24_1,2020-07-08,10164627.0
a_24_1_bal_39856,a_24_1,2020-07-09,10163853.0
a_24_1_bal_39857,a_24_1,2020-07-10,10163278.0
a_24_1_bal_39858,a_24_1,2020-07-11,10162311.0
a_24_1_bal_39859,a_24_1,2020-07-12,10161605.0
a_24_1_bal_39860,a_24_1,2020-07-13,10161149.0
a_24_1_bal_39861,a_24_1,2020-07-14,10160332.0
a_24_1_bal_39862,a_24_1,2020-07-15,10159424.0
a_24_1_bal_39863,a_24_1,2020-07-16,10159117.0
a_24_1_bal_39864,a_24_1,2020-07-17,10158839.0
a_24_1_bal_39865,a_24_1,2020-07-18,10157884.0
a_24_1_bal_39866,a_24_1,2020-07-19,10157116.0
a_24_1_bal_39867,a_24_1,2020-07-20,10156825.0
a_24_1_bal_39868,a_24_1,2020-07-21,10155838.0
a_24_1_bal_39869,a_24_1,2020-07-22,10155250.0
a_24_1_bal_39870,a_24_1,2020-07-23,10155036.0
a_24_1_bal_39871,a_24_1,2020-07-24,10154683.0
a_24_1_bal_39872,a_24_1,2020-07-25,10153680.0
a_24_1_bal_39873,a_24_1,2020-07-26,10153751.0
a_24_1_bal_39874,a_24_1,2020-07-27,10153583.0
a_24_1_bal_39875,a_24_1,2020-07-28,10153194.0
a_24_1_bal_39876,a_24_1,2020-07-29,10152008.0
a_24_1_bal_39877,a_24_1,2020-07-30,10151775.0
a_24_1_bal_39878,a_24_1,2020-07-31,10151530.0
a_24_1_bal_39879,a_24_1,2020-08-01,10151382.0
a_24_1_bal_39880,a_24_1,2020-08-02,10150976.0
a_24_1_bal_39881,a_24_1,2020-08-03,10151162.0
a_24_1_bal_39882,a_24_1,2020-08-04,10150199.0
a_24_1_bal_39883,a_24_1,2020-08-05,10149879.0
a_24_1_bal_39884,a_24_1,2020-08-06,10148391.0
a_24_1_bal_39885,a_24_1,2020-08-07,10147606.0
a_24_1_bal_39886,a_24_1,2020-08-08,10147334.0
a_24_1_bal_39887,a_24_1,2020-08-09,10146478.0
a_24_1_bal_39888,a_24_1,2020-08-10,10145394.0
a_24_1_bal_39889,a_24_1,2020-08-11,10144706.0
a_24_1_bal_39890,a_24_1,2020-08-12,10144467.0
a_24_1_bal_39891,a_24_1,2020-08-13,10144483.0
a_24_1_bal_39892,a_24_1,2020-08-14,10143698.0
a_24_1_bal_39893,a_24_1,2020-08-15,10143053.0
a_24_1_bal_39894,a_24_1,2020-08-16,10142520.0
a_24_1_bal_39895,a_24_1,2020-08-17,10141454.0
a_24_1_bal_39896,a_24_1,2020-08-18,10141144.0
a_24_1_bal_39897,a_24_1,2020-08-19,10140096.0
a_24_1_bal_39898,a_24_1,2020-08-20,10139419.0
a_24_1_bal_39899,a_24_1,2020-08-21,10139485.0
a_24_1_bal_39900,a_24_1,2020-08-22,10139329.0
a_24_1_bal_39901,a_24_1,2020-08-23,10138121.0
a_24_1_bal_39902,a_24_1,2020-08-24,10137404.0
a_24_1_bal_39903,a_24_1,2020-08-25,10136920.0
a_24_1_bal_39904,a_24_1,2020-08-26,10136736.0
a_24_1_bal_39905,a_24_1,2020-08-27,10135583.0
a_24_1_bal_39906,a_24_1,2020-08-28,10135306.0
a_24_1_bal_39907,a_24_1,2020-08-29,10134708.0
a_24_1_bal_39908,a_24_1,2020-08-30,10133974.0
a_24_1_bal_39909,a_24_1,2020-08-31,10133989.0
a_24_1_bal_39910,a_24_1,2020-09-01,10133175.0
a_24_2_bal_39911,a_24_2,2020-07-19,9921911.0
a_24_2_bal_39912,a_24_2,2020-07-20,9921070.0
a_24_2_bal_39913,a_24_2,2020-07-21,9919937.0
a_24_2_bal_39914,a_24_2,2020-07-22,9918711.0
a_24_2_bal_39915,a_24_2,2020-07-23,9916952.0
a_24_2_bal_39916,a_24_2,2020-07-24,9916980.0
a_24_2_bal_39917,a_24_2,2020-07-25,9915461.0
a_24_2_bal_39918,a_24_2,2020-07-26,9913887.0
a_24_2_bal_39919,a_24_2,2020-07-27,9912584.0
a_24_2_bal_39920,a_24_2,2020-07-28,9912079.0
a_24_2_bal_39921,a_24_2,2020-07-29,9910538.0
a_24_2_bal_39922,a_24_2,2020-07-30,9909419.0
a_24_2_bal_39923,a_24_2,2020-07-31,9908156.0
a_24_2_bal_39924,a_24_2,2020-08-01,9906733.0
a_24_2_bal_39925,a_24_2,2020-08-02,9905915.0
a_24_2_bal_39926,a_24_2,2020-08-03,9905005.0
a_24_2_bal_39927,a_24_2,2020-08-04,9903960.0
a_24_2_bal_39928,a_24_2,2020-08-05,9903406.0
a_24_2_bal_39929,a_24_2,2020-08-06,9901591.0
a_24_2_bal_39930,a_24_2,2020-08-07,9900624.0
a_24_2_bal_39931,a_24_2,2020-08-08,9900134.0
a_24_2_bal_39932,a_24_2,2020-08-09,9899504.0
a_24_2_bal_39933,a_24_2,2020-08-10,9897917.0
a_24_2_bal_39934,a_24_2,2020-08-11,9896534.0
a_24_2_bal_39935,a_24_2,2020-08-12,9895347.0
a_24_2_bal_39936,a_24_2,2020-08-13,9894019.0
a_24_2_bal_39937,a_24_2,2020-08-14,9891765.0
a_24_2_bal_39938,a_24_2,2020-08-15,9890781.0
a_24_2_bal_39939,a_24_2,2020-08-16,9889781.0
a_24_2_bal_39940,a_24_2,2020-08-17,9888619.0
a_24_2_bal_39941,a_24_2,2020-08-18,9886143.0
a_24_2_bal_39942,a_24_2,2020-08-19,9884670.0
a_24_2_bal_39943,a_24_2,2020-08-20,9883617.0
a_24_2_bal_39944,a_24_2,2020-08-21,9882754.0
a_24_2_bal_39945,a_24_2,2020-08-22,9881378.0
a_24_2_bal_39946,a_24_2,2020-08-23,9880452.0
a_24_2_bal_39947,a_24_2,2020-08-24,9879347.0
a_24_2_bal_39948,a_24_2,2020-08-25,9877673.0
a_24_2_bal_39949,a_24_2,2020-08-26,9876371.0
a_24_2_bal_39950,a_24_2,2020-08-27,9874632.0
a_24_2_bal_39951,a_24_2,2020-08-28,9874400.0
a_24_2_bal_39952,a_24_2,2020-08-29,9873860.0
a_24_2_bal_39953,a_24_2,2020-08-30,9872232.0
a_24_2_bal_39954,a_24_2,2020-08-31,9871373.0
a_24_2_bal_39955,a_24_2,2020-09-01,9870374.0
a_24_3_bal_39956,a_24_3,2020-03-11,9976145.0
a_24_3_bal_39957,a_24_3,2020-03-12,9974939.0
a_24_3_bal_39958,a_24_3,2020-03-13,9974182.0
a_24_3_bal_39959,a_24_3,2020-03-14,9972113.0
a_24_3_bal_39960,a_24_3,2020-03-15,9971679.0
a_24_3_bal_39961,a_24_3,2020-03-16,9970736.0
a_24_3_bal_39962,a_24_3,2020-03-17,9969577.0
a_24_3_bal_39963,a_24_3,2020-03-18,9967989.0
a_24_3_bal_39964,a_24_3,2020-03-19,9966766.0
a_24_3_bal_39965,a_24_3,2020-03-20,9965140.0
a_24_3_bal_39966,a_24_3,2020-03-21,9963738.0
a_24_3_bal_39967,a_24_3,2020-03-22,9962383.0
a_24_3_bal_39968,a_24_3,2020-03-23,9961246.0
a_24_3_bal_39969,a_24_3,2020-03-24,9960701.0
a_24_3_bal_39970,a_24_3,2020-03-25,9958835.0
a_24_3_bal_39971,a_24_3,2020-03-26,9958232.0
a_24_3_bal_39972,a_24_3,2020-03-27,9958164.0
a_24_3_bal_39973,a_24_3,2020-03-28,9956468.0
a_24_3_bal_39974,a_24_3,2020-03-29,9955393.0
a_24_3_bal_39975,a_24_3,2020-03-30,9954815.0
a_24_3_bal_39976,a_24_3,2020-03-31,9953981.0
a_24_3_bal_39977,a_24_3,2020-04-01,9952532.0
a_24_3_bal_39978,a_24_3,2020-04-02,9951195.0
a_24_3_bal_39979,a_24_3,2020-04-03,9950013.0
a_24_3_bal_39980,a_24_3,2020-04-04,9948701.0
a_24_3_bal_39981,a_24_3,2020-04-05,9946882.0
a_24_3_bal_39982,a_24_3,2020-04-06,9945865.0
a_24_3_bal_39983,a_24_3,2020-04-07,9944697.0
a_24_3_bal_39984,a_24_3,2020-04-08,9944212.0
a_24_3_bal_39985,a_24_3,2020-04-09,9942804.0
a_24_3_bal_39986,a_24_3,2020-04-10,9941712.0
a_24_3_bal_39987,a_24_3,2020-04-11,9940386.0
a_24_3_bal_39988,a_24_3,2020-04-12,9938684.0
a_24_3_bal_39989,a_24_3,2020-04-13,9937181.0
a_24_3_bal_39990,a_24_3,2020-04-14,9936049.0
a_24_3_bal_39991,a_24_3,2020-04-15,9935097.0
a_24_3_bal_39992,a_24_3,2020-04-16,9933991.0
a_24_3_bal_39993,a_24_3,2020-04-17,9932920.0
a_24_3_bal_39994,a_24_3,2020-04-18,9931925.0
a_24_3_bal_39995,a_24_3,2020-04-19,9930458.0
a_24_3_bal_39996,a_24_3,2020-04-20,9929062.0
a_24_3_bal_39997,a_24_3,2020-04-21,9927244.0
a_24_3_bal_39998,a_24_3,2020-04-22,9926196.0
a_24_3_bal_39999,a_24_3,2020-04-23,9925444.0
a_24_3_bal_40000,a_24_3,2020-04-24,9924643.0
a_24_3_bal_40001,a_24_3,2020-04-25,9923215.0
a_24_3_bal_40002,a_24_3,2020-04-26,9922138.0
a_24_3_bal_40003,a_24_3,2020-04-27,9920668.0
a_24_3_bal_40004,a_24_3,2020-04-28,9919631.0
a_24_3_bal_40005,a_24_3,2020-04-29,9918106.0
a_24_3_bal_40006,a_24_3,2020-04-30,9917384.0
a_24_3_bal_40007,a_24_3,2020-05-01,9916447.0
a_24_3_bal_40008,a_24_3,2020-05-02,9915210.0
a_24_3_bal_40009,a_24_3,2020-05-03,9914528.0
a_24_3_bal_40010,a_24_3,2020-05-04,9913884.0
a_24_3_bal_40011,a_24_3,2020-05-05,9912225.0
a_24_3_bal_40012,a_24_3,2020-05-06,9912032.0
a_24_3_bal_40013,a_24_3,2020-05-07,9911393.0
a_24_3_bal_40014,a_24_3,2020-05-08,9910401.0
a_24_3_bal_40015,a_24_3,2020-05-09,9910053.0
a_24_3_bal_40016,a_24_3,2020-05-10,9908648.0
a_24_3_bal_40017,a_24_3,2020-05-11,9907565.0
a_24_3_bal_40018,a_24_3,2020-05-12,9906832.0
a_24_3_bal_40019,a_24_3,2020-05-13,9905718.0
a_24_3_bal_40020,a_24_3,2020-05-14,9904262.0
a_24_3_bal_40021,a_24_3,2020-05-15,9903002.0
a_24_3_bal_40022,a_24_3,2020-05-16,9901971.0
a_24_3_bal_40023,a_24_3,2020-05-17,9900988.0
a_24_3_bal_40024,a_24_3,2020-05-18,9900018.0
a_24_3_bal_40025,a_24_3,2020-05-19,9899205.0
a_24_3_bal_40026,a_24_3,2020-05-20,9898857.0
a_24_3_bal_40027,a_24_3,2020-05-21,9898168.0
a_24_3_bal_40028,a_24_3,2020-05-22,9896205.0
a_24_3_bal_40029,a_24_3,2020-05-23,9895183.0
a_24_3_bal_40030,a_24_3,2020-05-24,9893689.0
a_24_3_bal_40031,a_24_3,2020-05-25,9892790.0
a_24_3_bal_40032,a_24_3,2020-05-26,9891079.0
a_24_3_bal_40033,a_24_3,2020-05-27,9889034.0
a_24_3_bal_40034,a_24_3,2020-05-28,9888499.0
a_24_3_bal_40035,a_24_3,2020-05-29,9886624.0
a_24_3_bal_40036,a_24_3,2020-05-30,9885535.0
a_24_3_bal_40037,a_24_3,2020-05-31,9884446.0
a_24_3_bal_40038,a_24_3,2020-06-01,9883840.0
a_24_3_bal_40039,a_24_3,2020-06-02,9882149.0
a_24_3_bal_40040,a_24_3,2020-06-03,9881103.0
a_24_3_bal_40041,a_24_3,2020-06-04,9879765.0
a_24_3_bal_40042,a_24_3,2020-06-05,9878389.0
a_24_3_bal_40043,a_24_3,2020-06-06,9876986.0
a_24_3_bal_40044,a_24_3,2020-06-07,9875681.0
a_24_3_bal_40045,a_24_3,2020-06-08,9875207.0
a_24_3_bal_40046,a_24_3,2020-06-09,9874066.0
a_24_3_bal_40047,a_24_3,2020-06-10,9872820.0
a_24_3_bal_40048,a_24_3,2020-06-11,9871711.0
a_24_3_bal_40049,a_24_3,2020-06-12,9870505.0
a_24_3_bal_40050,a_24_3,2020-06-13,9868956.0
a_24_3_bal_40051,a_24_3,2020-06-14,9869030.0
a_24_3_bal_40052,a_24_3,2020-06-15,9867718.0
a_24_3_bal_40053,a_24_3,2020-06-16,9866800.0
a_24_3_bal_40054,a_24_3,2020-06-17,9865349.0
a_24_3_bal_40055,a_24_3,2020-06-18,9864115.0
a_24_3_bal_40056,a_24_3,2020-06-19,9862762.0
a_24_3_bal_40057,a_24_3,2020-06-20,9861964.0
a_24_3_bal_40058,a_24_3,2020-06-21,9860314.0
a_24_3_bal_40059,a_24_3,2020-06-22,9857941.0
a_24_3_bal_40060,a_24_3,2020-06-23,9856353.0
a_24_3_bal_40061,a_24_3,2020-06-24,9855346.0
a_24_3_bal_40062,a_24_3,2020-06-25,9853385.0
a_24_3_bal_40063,a_24_3,2020-06-26,9852181.0
a_24_3_bal_40064,a_24_3,2020-06-27,9850627.0
a_24_3_bal_40065,a_24_3,2020-06-28,9849884.0
a_24_3_bal_40066,a_24_3,2020-06-29,9848772.0
a_24_3_bal_40067,a_24_3,2020-06-30,9847551.0
a_24_3_bal_40068,a_24_3,2020-07-01,9845621.0
a_24_3_bal_40069,a_24_3,2020-07-02,9844426.0
a_24_3_bal_40070,a_24_3,2020-07-03,9842367.0
a_24_3_bal_40071,a_24_3,2020-07-04,9840691.0
a_24_3_bal_40072,a_24_3,2020-07-05,9839175.0
a_24_3_bal_40073,a_24_3,2020-07-06,9837560.0
a_24_3_bal_40074,a_24_3,2020-07-07,9836572.0
a_24_3_bal_40075,a_24_3,2020-07-08,9835536.0
a_24_3_bal_40076,a_24_3,2020-07-09,9835852.0
a_24_3_bal_40077,a_24_3,2020-07-10,9834572.0
a_24_3_bal_40078,a_24_3,2020-07-11,9832938.0
a_24_3_bal_40079,a_24_3,2020-07-12,9831617.0
a_24_3_bal_40080,a_24_3,2020-07-13,9830295.0
a_24_3_bal_40081,a_24_3,2020-07-14,9829217.0
a_24_3_bal_40082,a_24_3,2020-07-15,9828088.0
a_24_3_bal_40083,a_24_3,2020-07-16,9827129.0
a_24_3_bal_40084,a_24_3,2020-07-17,9826150.0
a_24_3_bal_40085,a_24_3,2020-07-18,9824494.0
a_24_3_bal_40086,a_24_3,2020-07-19,9822653.0
a_24_3_bal_40087,a_24_3,2020-07-20,9821217.0
a_24_3_bal_40088,a_24_3,2020-07-21,9820133.0
a_24_3_bal_40089,a_24_3,2020-07-22,9818696.0
a_24_3_bal_40090,a_24_3,2020-07-23,9817316.0
a_24_3_bal_40091,a_24_3,2020-07-24,9815462.0
a_24_3_bal_40092,a_24_3,2020-07-25,9814683.0
a_24_3_bal_40093,a_24_3,2020-07-26,9813351.0
a_24_3_bal_40094,a_24_3,2020-07-27,9812341.0
a_24_3_bal_40095,a_24_3,2020-07-28,9811553.0
a_24_3_bal_40096,a_24_3,2020-07-29,9809582.0
a_24_3_bal_40097,a_24_3,2020-07-30,9809153.0
a_24_3_bal_40098,a_24_3,2020-07-31,9807347.0
a_24_3_bal_40099,a_24_3,2020-08-01,9805531.0
a_24_3_bal_40100,a_24_3,2020-08-02,9804276.0
a_24_3_bal_40101,a_24_3,2020-08-03,9803361.0
a_24_3_bal_40102,a_24_3,2020-08-04,9802061.0
a_24_3_bal_40103,a_24_3,2020-08-05,9800608.0
a_24_3_bal_40104,a_24_3,2020-08-06,9798917.0
a_24_3_bal_40105,a_24_3,2020-08-07,9797784.0
a_24_3_bal_40106,a_24_3,2020-08-08,9796346.0
a_24_3_bal_40107,a_24_3,2020-08-09,9795410.0
a_24_3_bal_40108,a_24_3,2020-08-10,9793971.0
a_24_3_bal_40109,a_24_3,2020-08-11,9793402.0
a_24_3_bal_40110,a_24_3,2020-08-12,9792887.0
a_24_3_bal_40111,a_24_3,2020-08-13,9791400.0
a_24_3_bal_40112,a_24_3,2020-08-14,9790466.0
a_24_3_bal_40113,a_24_3,2020-08-15,9788990.0
a_24_3_bal_40114,a_24_3,2020-08-16,9787468.0
a_24_3_bal_40115,a_24_3,2020-08-17,9785515.0
a_24_3_bal_40116,a_24_3,2020-08-18,9784127.0
a_24_3_bal_40117,a_24_3,2020-08-19,9783429.0
a_24_3_bal_40118,a_24_3,2020-08-20,9781376.0
a_24_3_bal_40119,a_24_3,2020-08-21,9780858.0
a_24_3_bal_40120,a_24_3,2020-08-22,9780078.0
a_24_3_bal_40121,a_24_3,2020-08-23,9778391.0
a_24_3_bal_40122,a_24_3,2020-08-24,9777615.0
a_24_3_bal_40123,a_24_3,2020-08-25,9776326.0
a_24_3_bal_40124,a_24_3,2020-08-26,9776237.0
a_24_3_bal_40125,a_24_3,2020-08-27,9774396.0
a_24_3_bal_40126,a_24_3,2020-08-28,9773086.0
a_24_3_bal_40127,a_24_3,2020-08-29,9772491.0
a_24_3_bal_40128,a_24_3,2020-08-30,9771798.0
a_24_3_bal_40129,a_24_3,2020-08-31,9770828.0
a_24_3_bal_40130,a_24_3,2020-09-01,9770018.0
a_24_4_bal_40131,a_24_4,2020-07-19,10164573.0
a_24_4_bal_40132,a_24_4,2020-07-20,10163239.0
a_24_4_bal_40133,a_24_4,2020-07-21,10162620.0
a_24_4_bal_40134,a_24_4,2020-07-22,10162363.0
a_24_4_bal_40135,a_24_4,2020-07-23,10161300.0
a_24_4_bal_40136,a_24_4,2020-07-24,10160129.0
a_24_4_bal_40137,a_24_4,2020-07-25,10159143.0
a_24_4_bal_40138,a_24_4,2020-07-26,10157449.0
a_24_4_bal_40139,a_24_4,2020-07-27,10155530.0
a_24_4_bal_40140,a_24_4,2020-07-28,10154141.0
a_24_4_bal_40141,a_24_4,2020-07-29,10153235.0
a_24_4_bal_40142,a_24_4,2020-07-30,10152342.0
a_24_4_bal_40143,a_24_4,2020-07-31,10151907.0
a_24_4_bal_40144,a_24_4,2020-08-01,10150796.0
a_24_4_bal_40145,a_24_4,2020-08-02,10150023.0
a_24_4_bal_40146,a_24_4,2020-08-03,10149294.0
a_24_4_bal_40147,a_24_4,2020-08-04,10148661.0
a_24_4_bal_40148,a_24_4,2020-08-05,10147357.0
a_24_4_bal_40149,a_24_4,2020-08-06,10146230.0
a_24_4_bal_40150,a_24_4,2020-08-07,10145906.0
a_24_4_bal_40151,a_24_4,2020-08-08,10145067.0
a_24_4_bal_40152,a_24_4,2020-08-09,10144479.0
a_24_4_bal_40153,a_24_4,2020-08-10,10142930.0
a_24_4_bal_40154,a_24_4,2020-08-11,10142166.0
a_24_4_bal_40155,a_24_4,2020-08-12,10140848.0
a_24_4_bal_40156,a_24_4,2020-08-13,10139386.0
a_24_4_bal_40157,a_24_4,2020-08-14,10138030.0
a_24_4_bal_40158,a_24_4,2020-08-15,10136351.0
a_24_4_bal_40159,a_24_4,2020-08-16,10135652.0
a_24_4_bal_40160,a_24_4,2020-08-17,10134509.0
a_24_4_bal_40161,a_24_4,2020-08-18,10133293.0
a_24_4_bal_40162,a_24_4,2020-08-19,10132378.0
a_24_4_bal_40163,a_24_4,2020-08-20,10130676.0
a_24_4_bal_40164,a_24_4,2020-08-21,10130184.0
a_24_4_bal_40165,a_24_4,2020-08-22,10129224.0
a_24_4_bal_40166,a_24_4,2020-08-23,10128526.0
a_24_4_bal_40167,a_24_4,2020-08-24,10127112.0
a_24_4_bal_40168,a_24_4,2020-08-25,10125761.0
a_24_4_bal_40169,a_24_4,2020-08-26,10124395.0
a_24_4_bal_40170,a_24_4,2020-08-27,10123406.0
a_24_4_bal_40171,a_24_4,2020-08-28,10122938.0
a_24_4_bal_40172,a_24_4,2020-08-29,10122164.0
a_24_4_bal_40173,a_24_4,2020-08-30,10120767.0
a_24_4_bal_40174,a_24_4,2020-08-31,10120132.0
a_24_4_bal_40175,a_24_4,2020-09-01,10119037.0
a_25_0_bal_40176,a_25_0,2019-11-13,10059645.0
a_25_0_bal_40177,a_25_0,2019-11-14,10059062.0
a_25_0_bal_40178,a_25_0,2019-11-15,10058212.0
a_25_0_bal_40179,a_25_0,2019-11-16,10057622.0
a_25_0_bal_40180,a_25_0,2019-11-17,10057295.0
a_25_0_bal_40181,a_25_0,2019-11-18,10056802.0
a_25_0_bal_40182,a_25_0,2019-11-19,10056117.0
a_25_0_bal_40183,a_25_0,2019-11-20,10055091.0
a_25_0_bal_40184,a_25_0,2019-11-21,10054600.0
a_25_0_bal_40185,a_25_0,2019-11-22,10053384.0
a_25_0_bal_40186,a_25_0,2019-11-23,10052907.0
a_25_0_bal_40187,a_25_0,2019-11-24,10052489.0
a_25_0_bal_40188,a_25_0,2019-11-25,10051756.0
a_25_0_bal_40189,a_25_0,2019-11-26,10050775.0
a_25_0_bal_40190,a_25_0,2019-11-27,10050473.0
a_25_0_bal_40191,a_25_0,2019-11-28,10049959.0
a_25_0_bal_40192,a_25_0,2019-11-29,10049280.0
a_25_0_bal_40193,a_25_0,2019-11-30,10048742.0
a_25_0_bal_40194,a_25_0,2019-12-01,10047973.0
a_25_0_bal_40195,a_25_0,2019-12-02,10047412.0
a_25_0_bal_40196,a_25_0,2019-12-03,10046632.0
a_25_0_bal_40197,a_25_0,2019-12-04,10045630.0
a_25_0_bal_40198,a_25_0,2019-12-05,10044813.0
a_25_0_bal_40199,a_25_0,2019-12-06,10044606.0
a_25_0_bal_40200,a_25_0,2019-12-07,10043888.0
a_25_0_bal_40201,a_25_0,2019-12-08,10043745.0
a_25_0_bal_40202,a_25_0,2019-12-09,10043440.0
a_25_0_bal_40203,a_25_0,2019-12-10,10043026.0
a_25_0_bal_40204,a_25_0,2019-12-11,10042625.0
a_25_0_bal_40205,a_25_0,2019-12-12,10042555.0
a_25_0_bal_40206,a_25_0,2019-12-13,10041937.0
a_25_0_bal_40207,a_25_0,2019-12-14,10041608.0
a_25_0_bal_40208,a_25_0,2019-12-15,10041191.0
a_25_0_bal_40209,a_25_0,2019-12-16,10040481.0
a_25_0_bal_40210,a_25_0,2019-12-17,10039458.0
a_25_0_bal_40211,a_25_0,2019-12-18,10038990.0
a_25_0_bal_40212,a_25_0,2019-12-19,10038638.0
a_25_0_bal_40213,a_25_0,2019-12-20,10038169.0
a_25_0_bal_40214,a_25_0,2019-12-21,10037350.0
a_25_0_bal_40215,a_25_0,2019-12-22,10036712.0
a_25_0_bal_40216,a_25_0,2019-12-23,10036442.0
a_25_0_bal_40217,a_25_0,2019-12-24,10036027.0
a_25_0_bal_40218,a_25_0,2019-12-25,10034812.0
a_25_0_bal_40219,a_25_0,2019-12-26,10034032.0
a_25_0_bal_40220,a_25_0,2019-12-27,10033475.0
a_25_0_bal_40221,a_25_0,2019-12-28,10032431.0
a_25_0_bal_40222,a_25_0,2019-12-29,10031991.0
a_25_0_bal_40223,a_25_0,2019-12-30,10031706.0
a_25_0_bal_40224,a_25_0,2019-12-31,10031797.0
a_25_0_bal_40225,a_25_0,2020-01-01,10031486.0
a_25_0_bal_40226,a_25_0,2020-01-02,10030830.0
a_25_0_bal_40227,a_25_0,2020-01-03,10029887.0
a_25_0_bal_40228,a_25_0,2020-01-04,10029768.0
a_25_0_bal_40229,a_25_0,2020-01-05,10029417.0
a_25_0_bal_40230,a_25_0,2020-01-06,10028427.0
a_25_0_bal_40231,a_25_0,2020-01-07,10027740.0
a_25_0_bal_40232,a_25_0,2020-01-08,10026716.0
a_25_0_bal_40233,a_25_0,2020-01-09,10026275.0
a_25_0_bal_40234,a_25_0,2020-01-10,10025462.0
a_25_0_bal_40235,a_25_0,2020-01-11,10025048.0
a_25_0_bal_40236,a_25_0,2020-01-12,10023783.0
a_25_0_bal_40237,a_25_0,2020-01-13,10022662.0
a_25_0_bal_40238,a_25_0,2020-01-14,10021877.0
a_25_0_bal_40239,a_25_0,2020-01-15,10021659.0
a_25_0_bal_40240,a_25_0,2020-01-16,10020873.0
a_25_0_bal_40241,a_25_0,2020-01-17,10020750.0
a_25_0_bal_40242,a_25_0,2020-01-18,10020265.0
a_25_0_bal_40243,a_25_0,2020-01-19,10020013.0
a_25_0_bal_40244,a_25_0,2020-01-20,10020037.0
a_25_0_bal_40245,a_25_0,2020-01-21,10019410.0
a_25_0_bal_40246,a_25_0,2020-01-22,10018748.0
a_25_0_bal_40247,a_25_0,2020-01-23,10017923.0
a_25_0_bal_40248,a_25_0,2020-01-24,10016951.0
a_25_0_bal_40249,a_25_0,2020-01-25,10015873.0
a_25_0_bal_40250,a_25_0,2020-01-26,10015325.0
